DropletSize,FittedFraction
2.6689143577887666,0.00017044367553009643
2.8756419676362204,0.00024708324867361853
3.082369577483674,0.00034905908769167215
3.2890971873311274,0.0004821719587413398
3.495824797178581,0.0006530400542856807
3.702552407026035,0.0008691500590869428
3.9092800168734883,0.0011389070888923047
4.116007626720942,0.0014716832233091504
4.322735236568396,0.0018778643012103968
4.52946284641585,0.0023688945883412194
4.736190456263303,0.0029573188625873215
4.942918066110757,0.003656821392653775
5.14964567595821,0.004482261210900451
5.356373285805664,0.005449703001114692
5.563100895653117,0.0065764428375751915
5.769828505500572,0.00788102792360279
5.976556115348025,0.00938326938683598
6.183283725195478,0.011104247095944153
6.390011335042932,0.013066305370908915
6.596738944890386,0.015293038368243583
6.80346655473784,0.01780926383580783
7.010194164585293,0.02064098385188118
7.2169217744327465,0.02381533109295586
7.423649384280201,0.0273604991178813
7.630376994127654,0.03130565511654804
7.837104603975107,0.03568083355378859
8.043832213822562,0.04051680914855538
8.250559823670015,0.04584494767016767
8.457287433517468,0.051697033113286994
8.664015043364923,0.05810506993739817
8.870742653212375,0.065101059231221
9.07747026305983,0.07271674789395655
9.284197872907283,0.08098335021969194
9.490925482754736,0.08993124163436261
9.697653092602192,0.0995896247713397
9.904380702449643,0.10998616858589116
10.111108312297098,0.12114662180287794
10.317835922144551,0.13309440266659234
10.524563531992005,0.14585016771478576
10.731291141839458,0.1594313631258386
10.938018751686913,0.17385176308055972
11.144746361534366,0.18912100052610548
11.35147397138182,0.205244096712501
11.558201581229273,0.2222209968709251
11.764929191076726,0.2400461203909403
11.97165680092418,0.2587079347996618
12.178384410771635,0.27818856371284073
12.385112020619088,0.2984634396745668
12.591839630466541,0.3195010133832983
12.798567240313995,0.3412625311685773
13.005294850161448,0.36370189268480246
13.212022460008903,0.3867656005756337
13.418750069856356,0.41039281328715915
13.62547767970381,0.434515511227078
13.832205289551263,0.4590587850460086
14.038932899398716,0.48394125293208257
14.24566050924617,0.5090756114523123
14.452388119093625,0.5343693216529336
14.659115728941078,0.559725428876226
14.865843338788531,0.5850435111171303
15.072570948635985,0.6102207468087668
15.279298558483438,0.6351530887974859
15.486026168330893,0.6597365270767646
15.692753778178346,0.6838684187500399
15.8994813880258,0.7074488598597627
16.106208997873253,0.7303820703413683
16.312936607720708,0.7525777606299096
16.519664217568163,0.7739524465530627
16.726391827415615,0.7944306782613795
16.933119437263066,0.8139461492219864
17.13984704711052,0.832442652843214
17.346574656957976,0.8498748571614706
17.55330226680543,0.8662088722036819
17.760029876652883,0.8814225900657099
17.966757486500335,0.8955057842737496
18.17348509634779,0.9084599624039496
18.380212706195245,0.9202979739409469
18.586940316042696,0.9310433836182164
18.793667925890148,0.9407296286217557
19.000395535737603,0.9493989856539387
19.207123145585058,0.9571013805513525
19.413850755432513,0.9638930785648345
19.620578365279968,0.9698352972342462
19.827305975127416,0.9749927857979526
20.03403358497487,0.9794324151408685
20.240761194822326,0.983221820391877
20.44748880466978,0.9864281345364188
20.654216414517236,0.9891168460324267
20.860944024364684,0.9913508067282147
21.06767163421214,0.9931894087796914
21.274399244059595,0.9946879412027325
21.48112685390705,0.9958971286440693
21.687854463754505,0.9968628473632243
21.894582073601953,0.9976260066915721
22.101309683449408,0.9982225786968368
22.308037293296863,0.9986837546570497
22.514764903144318,0.9990362043505865
22.721492512991773,0.9993024130986028
22.92822012283922,0.9995010718483534
23.13494773268668,0.9996474971678849
